2025-11-03 00:05:37,28.6,99.9
2025-11-03 00:15:40,28.5,99.9
2025-11-03 00:25:42,28.5,99.9
2025-11-03 00:35:43,28.5,99.9
2025-11-03 00:45:45,28.4,99.9
2025-11-03 00:55:46,28.4,99.9
2025-11-03 01:05:46,28.4,99.9
2025-11-03 01:15:47,28.4,99.9
2025-11-03 01:25:59,28.3,99.9
2025-11-03 01:35:59,28.3,99.9
2025-11-03 01:46:00,28.3,99.9
2025-11-03 01:56:03,28.3,99.9
2025-11-03 02:06:03,28.4,99.9
2025-11-03 02:16:04,28.4,99.9
2025-11-03 02:26:04,28.4,99.9
2025-11-03 02:36:04,28.4,99.9
2025-11-03 02:46:04,28.3,99.9
2025-11-03 02:56:08,28.4,99.9
2025-11-03 03:06:09,28.4,99.9
2025-11-03 03:16:09,28.4,99.9
2025-11-03 03:26:13,28.4,99.9
2025-11-03 03:36:14,28.4,99.9
2025-11-03 03:46:15,28.4,99.9
2025-11-03 03:56:15,28.4,99.9
2025-11-03 04:06:16,28.4,99.9
2025-11-03 04:16:16,28.5,99.9
2025-11-03 04:26:17,28.5,99.9
2025-11-03 04:36:18,28.6,99.9
2025-11-03 04:46:21,28.6,99.9
2025-11-03 04:56:22,28.6,99.9
2025-11-03 05:06:22,28.7,99.9
2025-11-03 05:16:23,28.6,99.9
2025-11-03 05:26:26,28.7,99.9
2025-11-03 05:36:27,28.7,99.9
2025-11-03 05:46:28,28.7,99.9
2025-11-03 05:56:28,28.8,99.9
2025-11-03 06:06:28,28.8,99.9
2025-11-03 06:16:29,28.8,99.9
2025-11-03 06:26:29,28.9,99.9
2025-11-03 06:36:31,29.0,99.9
2025-11-03 06:46:32,29.0,99.9
2025-11-03 06:56:34,29.0,99.9
2025-11-03 07:06:35,29.1,99.9
2025-11-03 07:16:36,29.1,99.9
2025-11-03 07:26:37,29.3,99.9
2025-11-03 07:36:38,29.4,99.9
2025-11-03 07:46:38,29.5,99.9
2025-11-03 07:56:38,29.5,99.9
2025-11-03 08:06:39,29.6,99.9
2025-11-03 08:16:40,29.7,99.9
2025-11-03 08:26:40,29.7,99.9
2025-11-03 08:36:40,29.8,99.9
2025-11-03 08:46:41,29.8,99.9
2025-11-03 08:56:41,29.9,99.9
2025-11-03 09:06:41,29.9,99.9
2025-11-03 09:16:47,30.0,99.9
2025-11-03 09:26:49,30.0,99.9
2025-11-03 09:36:50,30.0,99.9
2025-11-03 09:46:50,30.0,99.9
2025-11-03 09:56:51,30.0,99.9
2025-11-03 10:06:52,30.0,99.9
2025-11-03 10:16:53,30.1,99.9
2025-11-03 10:26:53,30.0,99.9
2025-11-03 10:36:57,30.1,99.9
2025-11-03 10:47:01,30.1,99.9
2025-11-03 10:57:06,30.0,99.9
2025-11-03 11:07:13,30.0,99.9
2025-11-03 11:17:14,30.0,99.9
2025-11-03 11:27:14,29.9,99.9
2025-11-03 11:37:14,29.9,99.9
2025-11-03 11:47:16,29.9,99.9
2025-11-03 11:57:17,29.8,99.9
2025-11-03 12:07:20,29.9,99.9
2025-11-03 12:17:24,30.0,99.9
2025-11-03 12:27:25,30.2,99.9
2025-11-03 12:37:25,30.2,99.9
2025-11-03 12:47:25,30.2,99.9
2025-11-03 12:57:26,30.2,99.9
2025-11-03 13:07:26,30.2,99.9
2025-11-03 13:17:28,30.2,99.9
2025-11-03 13:27:28,30.2,99.9
2025-11-03 13:37:29,30.8,99.9
2025-11-03 13:47:30,30.9,99.9
2025-11-03 13:57:30,30.8,99.9
